NumeroTicket|ItemID|Item|Resumen|Ubicacion|ModoReporte|Estado|FechaCreacion|FechaTermino|FechaCierre|Prioridad
WO0000005538514|73|DISPENSADOR DE AGUA|LIMPIAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005539112|92|ESCRITORIO|MANTENIMIENTO|RAUL FERRERO - 193012|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|1
WO0000005538887|92|ESCRITORIO|MANTENIMIENTO|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|1
WO0000005538248|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-26|31-08-25|03/09/2025|1
WO0000005539857|43|CAJONERA CERRADURA|APERTURAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-26|10-09-25|13/09/2025|1
WO0000005538879|108|FOCO FLOURESCENTES|CAMBIAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|2
WO0000005537479|32|CAJA BUZON|REPARAR|JULIACA - 405000|Web HD|Cerrado|2025-08-26|06-09-25|09/09/2025|2
WO0000005537491|44|CAMARA CONVENCIONAL|REPARAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-08-26|27-08-25|30/08/2025|2
WO0000005539824|108|FOCO FLOURESCENTES|CAMBIAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|3
WO0000005539811|134|LETREROS LUMINOSO|REVISAR|CAYMA - 215002|Web HD|Rechazado|2025-08-26|06-09-25|06/09/2025|1
WO0000005539874|86|EQUIPOS MEDICOS|REPARAR|LOS RUISE ORES - 191115|Web HD|Rechazado|2025-08-26|||3
WO0000005539587|43|CAJONERA CERRADURA|REEMPLAZAR|TACNA - 540000|Web HD|Cerrado|2025-08-26|05-09-25|08/09/2025|1
WO0000005539823|41|CAJONERA|REPARAR|ANDAHUAYLAS - 205000|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|2
WO0000005539809|86|EQUIPOS MEDICOS|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-26|31-08-25|03/09/2025|2
WO0000005538558|249|TOMACORRIENTES|REVISAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005537450|108|FOCO FLOURESCENTES|CAMBIAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-26|27-08-25|30/08/2025|2
WO0000005539101|43|CAJONERA CERRADURA|REEMPLAZAR|MUSA - 193050|Web HD|Cerrado|2025-08-26|31-08-25|03/09/2025|1
WO0000005538847|56|CONTADOR DE BILLETES|REPARAR|AREQUIPA - 215000|Web HD|Rechazado|2025-08-26|||2
WO0000005537975|56|CONTADOR DE BILLETES|REPARAR|MARIANO MELGAR - 215014|Web HD|Rechazado|2025-08-26|||2
WO0000005538539|240|TECHO /BALDOSAS|CAMBIAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|2
WO0000005538864|56|CONTADOR DE BILLETES|REPARAR|MARIANO MELGAR - 215014|Web HD|Rechazado|2025-08-26|||3
WO0000005538507|232|TABLERO ELECTRICO|REVISAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005538527|240|TECHO /BALDOSAS|REVISAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005538570|249|TOMACORRIENTES|REVISAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|2
WO0000005539828|206|REFLECTOR / LAMPARAS|CAMBIAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|1
WO0000005539166|123|INODOROS|REVISAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|2
WO0000005538565|123|INODOROS|REVISAR|VITARTE - 191043|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005539850|249|TOMACORRIENTES|REVISAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-26|10-09-25|13/09/2025|2
WO0000005537475|249|TOMACORRIENTES|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-26|31-08-25|03/09/2025|2
WO0000005538862|108|FOCO FLOURESCENTES|REVISAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005539859|31|CAJA / TAPA DE PASO|REVISAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005538530|240|TECHO /BALDOSAS|CAMBIAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005538537|106|FOCO AHORRADOR|REVISAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005539110|56|CONTADOR DE BILLETES|REPARAR|RAUL FERRERO - 193012|Web HD|Rechazado|2025-08-26|||3
WO0000005539548|56|CONTADOR DE BILLETES|REPARAR|PARURO - 191047|Web HD|Rechazado|2025-08-26|||1
WO0000005537473|30|CABLEADO|ORDENAR|AREQUIPA - 215000|Web HD|Rechazado|2025-08-26|||3
WO0000005539146|22|BOVEDA|REPARAR|CHINCHA - 315000|Web HD|Cerrado|2025-08-26|29-08-25|01/09/2025|2
WO0000005538562|146|MODULOS|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005539188|22|BOVEDA|REPROGRAMAR|CHINCHA - 315000|Web HD|Cerrado|2025-08-26|29-08-25|01/09/2025|1
WO0000005538524|16|ATRIL|REPARAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005539170|32|CAJA BUZON|REPARAR|PARURO - 191047|Web HD|Rechazado|2025-08-26|||2
WO0000005537964|65|CREDENZA CERRADURA|REEMPLAZAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-26|27-08-25|30/08/2025|3
WO0000005538254|188|PUERTA / MAMPARA|REPARAR|AREQUIPA - 215000|Web HD|Rechazado|2025-08-26|||1
WO0000005538581|138|LOCKER CERRADURA|REEMPLAZAR|COLONIAL - 192035|Web HD|Rechazado|2025-08-26|||2
WO0000005538868|194|PUERTA/MAMPARA MANIJA|REPARAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005539812|154|OFICINA|FUMIGAR|CUSCO - 285000|Web HD|Cerrado|2025-08-26|07-09-25|10/09/2025|3
WO0000005536973|154|OFICINA|FUMIGAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-26|01-09-25|04/09/2025|1
WO0000005538229|154|OFICINA|FUMIGAR|AYACUCHO - 220000|Web HD|Cerrado|2025-08-26|07-09-25|10/09/2025|2
WO0000005538560|194|PUERTA/MAMPARA MANIJA|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005536983|154|OFICINA|FUMIGAR|JULIACA - 405000|Web HD|Cerrado|2025-08-26|01-09-25|04/09/2025|1
WO0000005538540|65|CREDENZA CERRADURA|REEMPLAZAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005538593|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005538803|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005538591|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|2
WO0000005537419|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-08-26|29-08-25|01/09/2025|1
WO0000005537417|251|TUBERIA DE AGUA|REPARAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-26|02-09-25|05/09/2025|2
WO0000005538806|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005538548|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|PISCO - 470000|Web HD|Cerrado|2025-08-26|27-08-25|30/08/2025|2
WO0000005538520|160|PANEL DE ALARMAS|REPARAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005539818|69|DETECTOR DE BILLETES|REPARAR|TACNA - 540000|Web HD|Cerrado|2025-08-26|09-09-25|12/09/2025|2
WO0000005538574|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|3
WO0000005538587|69|DETECTOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-26|26-08-25|29/08/2025|1
WO0000005546470|56|CONTADOR DE BILLETES|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|2
WO0000005546092|171|PISOS|LIMPIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|1
WO0000005546460|163|PARED|PINTAR|TACNA - 540000|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|1
WO0000005546090|171|PISOS|LIMPIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|2
WO0000005546083|163|PARED|PINTAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|2
WO0000005546084|163|PARED|PINTAR|SIGLO XX - 215015|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|3
WO0000005546058|92|ESCRITORIO|REPONER VIDRIO|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|10-09-25|13/09/2025|2
WO0000005546082|163|PARED|PINTAR|HUAYRUROPATA - 285008|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|3
WO0000005546067|241|TECHO /BALDOSAS FILTRACION|CAMBIAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-08-27|10-09-25|13/09/2025|1
WO0000005546467|56|CONTADOR DE BILLETES|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|2
WO0000005546472|56|CONTADOR DE BILLETES|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|2
WO0000005545474|139|LONCHERA CERRADURA|REEMPLAZAR|LA SALLE - 191114|Web HD|Cerrado|2025-08-27|27-08-25|30/08/2025|1
WO0000005547473|56|CONTADOR DE BILLETES|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-27|03-09-25|07/09/2025|3
WO0000005546473|56|CONTADOR DE BILLETES|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|2
WO0000005547470|56|CONTADOR DE BILLETES|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-27|29-08-25|01/09/2025|1
WO0000005547472|56|CONTADOR DE BILLETES|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-27|03-09-25|07/09/2025|2
WO0000005546060|108|FOCO FLOURESCENTES|CAMBIAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-08-27|01-09-25|04/09/2025|3
WO0000005546063|241|TECHO /BALDOSAS FILTRACION|CAMBIAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|09-09-25|12/09/2025|3
WO0000005546003|30|CABLEADO|ORDENAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-27|01-09-25|04/09/2025|3
WO0000005545485|56|CONTADOR DE BILLETES|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|15-09-25|18/09/2025|3
WO0000005546012|108|FOCO FLOURESCENTES|CAMBIAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-27|01-09-25|04/09/2025|1
WO0000005546463|108|FOCO FLOURESCENTES|CAMBIAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-27|01-09-25|04/09/2025|2
WO0000005546087|108|FOCO FLOURESCENTES|CAMBIAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-27|01-09-25|04/09/2025|3
WO0000005545490|108|FOCO FLOURESCENTES|CAMBIAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|06-09-25|09/09/2025|1
WO0000005545419|44|CAMARA CONVENCIONAL|REEMPLAZAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|18-09-25|21/09/2025|2
WO0000005546061|163|PARED|RESANAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|10-09-25|13/09/2025|3
WO0000005547431|123|INODOROS|REVISAR|CAYMA - 215002|Web HD|Cerrado|2025-08-27|05-09-25|08/09/2025|3
WO0000005546436|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-08-27|15-09-25|18/09/2025|3
WO0000005546065|163|PARED|PINTAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|10-09-25|13/09/2025|2
WO0000005546073|249|TOMACORRIENTES|REVISAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|06-09-25|09/09/2025|1
WO0000005547435|46|CANALETAS|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-08-27|09-09-25|12/09/2025|1
WO0000005546008|92|ESCRITORIO|MANTENIMIENTO|PISCO - 470000|Web HD|Cerrado|2025-08-27|27-08-25|30/08/2025|2
WO0000005547429|188|PUERTA / MAMPARA|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-08-27|12-09-25|15/09/2025|2
WO0000005544910|32|CAJA BUZON|REPARAR|JULIACA - 405000|Web HD|Rechazado|2025-08-27|||3
WO0000005546097|32|CAJA BUZON|REPARAR|HUAYCAN - 191085|Web HD|Rechazado|2025-08-27|||1
WO0000005546093|231|STICKER|REPONER|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|3
WO0000005547467|56|CONTADOR DE BILLETES|REPARAR|ALFONSO UGARTE - 191089|Web HD|Rechazado|2025-08-27|||3
WO0000005546079|180|PORTA AFICHES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|1
WO0000005545459|180|PORTA AFICHES|REPARAR|ILO - 385000|Web HD|Cerrado|2025-08-27|18-09-25|21/09/2025|2
WO0000005545445|188|PUERTA / MAMPARA|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|08-09-25|11/09/2025|1
WO0000005545477|154|OFICINA|FUMIGAR|CUSCO - 285000|Web HD|Rechazado|2025-08-27|||2
WO0000005546885|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|3
WO0000005545469|15|ATM|PINTAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|09-09-25|12/09/2025|1
WO0000005546095|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-27|27-08-25|30/08/2025|1
WO0000005546050|30|CABLEADO|ORDENAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|06-09-25|09/09/2025|2
WO0000005546866|34|CAJA FUERTE|APERTURAR|MUSA - 193050|Web HD|Cerrado|2025-08-27|29-08-25|01/09/2025|3
WO0000005547402|34|CAJA FUERTE|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-27|27-08-25|30/08/2025|1
WO0000005547453|163|PARED|RESANAR|CAYMA - 215002|Web HD|Cerrado|2025-08-27|09-09-25|12/09/2025|3
WO0000005546808|199|PUNTO / CABLE DE RED|REVISAR|DIAGONAL - 285003|Web HD|Cerrado|2025-08-27|02-09-25|05/09/2025|2
WO0000005546074|251|TUBERIA DE AGUA|REPARAR|LOS RUISE ORES - 191115|Web HD|Rechazado|2025-08-27|||1
WO0000005545483|252|TUBERIA DE DESAGUE|REPARAR|BOLOGNESI - 540002|Web HD|Cerrado|2025-08-27|09-09-25|12/09/2025|1
WO0000005546481|56|CONTADOR DE BILLETES|REPARAR|AYACUCHO - 220000|Web HD|Rechazado|2025-08-27|||2
WO0000005546094|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-27|27-08-25|30/08/2025|3
WO0000005546806|56|CONTADOR DE BILLETES|REPARAR|AYACUCHO - 220000|Web HD|Rechazado|2025-08-27|||3
WO0000005545454|125|INTERCOMUNICADOR|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|3
WO0000005546039|41|CAJONERA|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-27|31-08-25|03/09/2025|3
WO0000005545422|44|CAMARA CONVENCIONAL|REEMPLAZAR|AREQUIPA - 215000|Web HD|Rechazado|2025-08-27|||2
WO0000005546032|221|SILLAS|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-27|04-09-25|07/09/2025|3
WO0000005550121|43|CAJONERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|3
WO0000005549808|188|PUERTA / MAMPARA|LIMPIAR|EMANCIPACION - 191054|Web HD|Rechazado|2025-08-28|||2
WO0000005549496|237|TACHO|REPARAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-08-28|17-09-25|20/09/2025|3
WO0000005550664|218|SE?ALETICA INTERNA|REPONER|ALFONSO UGARTE - 191089|Web HD|Rechazado|2025-08-28|||3
WO0000005550109|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|3
WO0000005550651|146|MODULOS|REPARAR|MALA - 255002|Web HD|Cerrado|2025-08-28|12-09-25|15/09/2025|1
WO0000005549806|214|SENSOR DE ANIEGO|REPARAR|ELIO - 191067|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|3
WO0000005550112|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|3
WO0000005550680|61|CORTINAS/PERSIANAS/ROLLERS|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-28|12-09-25|15/09/2025|2
WO0000005549457|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|CAYMA - 215002|Web HD|Rechazado|2025-08-28|||1
WO0000005549453|124|INSTALACIONES ELECTRICAS|REVISAR|MALA - 255002|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|2
WO0000005550665|30|CABLEADO|ORDENAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|2
WO0000005548636|192|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-28|02-09-25|05/09/2025|3
WO0000005549485|206|REFLECTOR / LAMPARAS|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|3
WO0000005550993|172|PISOS PORCELANATO|LIMPIAR|CHINCHA - 315000|Web HD|Cerrado|2025-08-28|14-09-25|17/09/2025|2
WO0000005549822|206|REFLECTOR / LAMPARAS|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|1
WO0000005550142|35|CAJA PULMON|REPARAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|3
WO0000005550932|45|CAMARA IP|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|1
WO0000005549463|21|BOMBAS DE AGUA|REVISAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-28|01-09-25|04/09/2025|1
WO0000005549057|5|AIRE ACONDICIONADO|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|3
WO0000005550108|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|1
WO0000005550133|22|BOVEDA|REPARAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|3
WO0000005550668|107|FOCO DICROICOS|CAMBIAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-28|12-09-25|15/09/2025|1
WO0000005549452|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Rechazado|2025-08-28|||3
WO0000005550639|188|PUERTA / MAMPARA|LIMPIAR|MALA - 255002|Web HD|Cerrado|2025-08-28|12-09-25|15/09/2025|2
WO0000005549466|56|CONTADOR DE BILLETES|REPARAR|MALA - 255002|Web HD|Rechazado|2025-08-28|||1
WO0000005549014|5|AIRE ACONDICIONADO|REPARAR|QUILLABAMBA - 505000|Web HD|Cerrado|2025-08-28|16-09-25|20/09/2025|1
WO0000005549446|154|OFICINA|FUMIGAR|PUNO - 495000|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|1
WO0000005549447|154|OFICINA|FUMIGAR|URUBAMBA - 285009|Web HD|Cerrado|2025-08-28|02-09-25|05/09/2025|2
WO0000005550691|61|CORTINAS/PERSIANAS/ROLLERS|REPARAR|MARIANO MELGAR - 215014|Web HD|Rechazado|2025-08-28|||1
WO0000005548657|32|CAJA BUZON|REPARAR|CENTRO CIVICO - 191105|Web HD|Cerrado|2025-08-28|29-08-25|01/09/2025|2
WO0000005550144|32|CAJA BUZON|REPARAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|2
WO0000005549443|154|OFICINA|FUMIGAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|3
WO0000005549476|106|FOCO AHORRADOR|CAMBIAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|3
WO0000005550117|253|TV|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|3
WO0000005549439|154|OFICINA|FUMIGAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-28|01-09-25|04/09/2025|1
WO0000005549454|106|FOCO AHORRADOR|CAMBIAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|1
WO0000005549802|221|SILLAS|REPARAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|04-09-25|07/09/2025|3
WO0000005550931|92|ESCRITORIO|MANTENIMIENTO|LA PLANICIE - 193045|Web HD|Rechazado|2025-08-28|||2
WO0000005550922|92|ESCRITORIO|MANTENIMIENTO|LA PLANICIE - 193045|Web HD|Cerrado|2025-08-28|09-09-25|12/09/2025|2
WO0000005550666|108|FOCO FLOURESCENTES|CAMBIAR|NAZCA - 440000|Web HD|Cerrado|2025-08-28|05-09-25|08/09/2025|1
WO0000005550689|93|ESCRITORIO CERRADURA|APERTURAR|NAZCA - 440000|Web HD|Cerrado|2025-08-28|05-09-25|08/09/2025|1
WO0000005549052|56|CONTADOR DE BILLETES|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|2
WO0000005550632|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|EL QUINDE ICA - 380008|Web HD|Cerrado|2025-08-28|01-09-25|04/09/2025|1
WO0000005549024|108|FOCO FLOURESCENTES|CAMBIAR|MALA - 255002|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|2
WO0000005550104|128|LAMPARA DE EMERGENCIA|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|3
WO0000005550165|219|SEPARADORES|REPARAR|SAN CAMILO - 215006|Web HD|Rechazado|2025-08-28|||1
WO0000005550660|113|GRUPO ELECTROGENO|REGARGAR COMBUSTIBLE|NAZCA - 440000|Web HD|Cerrado|2025-08-28|02-09-25|05/09/2025|2
WO0000005550146|43|CAJONERA CERRADURA|APERTURAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|04-09-25|07/09/2025|1
WO0000005549406|190|PUERTA / MAMPARA CERRADURA|APERTURAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|2
WO0000005550118|138|LOCKER CERRADURA|REEMPLAZAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|1
WO0000005550960|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-08-28|31-08-25|03/09/2025|1
WO0000005550697|240|TECHO /BALDOSAS|CAMBIAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-28|08-09-25|11/09/2025|3
WO0000005549881|221|SILLAS|REPARAR|CERRO COLORADO - 215013|Web HD|Cerrado|2025-08-28|03-09-25|07/09/2025|3
WO0000005549478|163|PARED|PINTAR|MALA - 255002|Web HD|Rechazado|2025-08-28|||2
WO0000005549811|65|CREDENZA CERRADURA|APERTURAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|28-08-25|31/08/2025|2
WO0000005550137|22|BOVEDA|APERTURAR|EMANCIPACION - 191054|Web HD|Rechazado|2025-08-28|||3
WO0000005550175|86|EQUIPOS MEDICOS|REPARAR|SAN CAMILO - 215006|Web HD|Rechazado|2025-08-28|||2
WO0000005549402|108|FOCO FLOURESCENTES|CAMBIAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|2
WO0000005549866|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-28|01-09-25|04/09/2025|1
WO0000005549487|30|CABLEADO|ORDENAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-08-28|07-09-25|10/09/2025|1
WO0000005549499|108|FOCO FLOURESCENTES|CAMBIAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-08-28|04-09-25|07/09/2025|2
WO0000005551478|56|CONTADOR DE BILLETES|REPARAR|DIAGONAL - 285003|Web HD|Rechazado|2025-08-29|||3
WO0000005551472|99|EXTINTOR|RECARGAR|ICA - 380000|Web HD|Cerrado|2025-08-29|12-09-25|15/09/2025|1
WO0000005551484|134|LETREROS LUMINOSO|REVISAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-29|10-09-25|13/09/2025|2
WO0000005551492|171|PISOS|LIMPIAR|CUSCO - 285000|Web HD|Cerrado|2025-08-29|31-08-25|03/09/2025|2
WO0000005551490|171|PISOS|LIMPIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-29|31-08-25|03/09/2025|1
WO0000005551482|231|STICKER|REPONER|AREQUIPA - 215000|Web HD|Cerrado|2025-08-29|09-09-25|12/09/2025|1
WO0000005551486|154|OFICINA|DESRATIZAR|CAYMA - 215002|Web HD|Rechazado|2025-08-29|||3
WO0000005555715|190|PUERTA / MAMPARA CERRADURA|APERTURAR|UMACOLLO - 215009|Web HD|Cerrado|2025-08-31|09-09-25|12/09/2025|3
WO0000005556434|30|CABLEADO|ORDENAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-31|14-09-25|16/09/2025|2
WO0000005553382|108|FOCO FLOURESCENTES|REVISAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-08-31|05-09-25|08/09/2025|3
